PID,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,SalePrice,MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type,Sale Condition
902204080,62.0,7404,4,1920,1950,0.0,0.0,861.0,861.0,861,0,861,0.0,1,0,2,1,5,0,1920.0,2.0,288.0,0,0,128,80000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,Oth,Normal
902205010,50.0,5925,2,1940,1950,0.0,0.0,0.0,0.0,612,0,612,0.0,1,0,1,1,4,0,1965.0,1.0,308.0,0,0,25,45000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,BrkTil,None,None,None,None,None,GasA,Fa,N,FuseA,TA,Typ,None,Detchd,Unf,TA,Fa,N,WD ,Normal
902205030,50.0,5925,3,1910,1950,0.0,0.0,600.0,600.0,600,368,968,0.0,1,0,2,1,6,0,1979.0,0.0,0.0,0,0,0,37900,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Grav,Fa,N,SBrkr,TA,Typ,None,None,None,None,None,Y,WD ,Abnorml
902206260,50.0,5784,5,1938,1996,0.0,0.0,190.0,190.0,886,0,886,0.0,1,0,2,1,4,0,1938.0,1.0,273.0,144,20,80,91300,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,Normal
902207170,60.0,8520,5,1923,1950,0.0,0.0,624.0,624.0,792,0,792,0.0,1,0,2,1,5,0,1963.0,1.0,287.0,0,0,81,99500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,Gd,TA,PConc,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
902300090,33.0,4456,4,1920,2008,0.0,0.0,736.0,736.0,736,716,1452,0.0,2,0,2,3,8,0,1979.0,0.0,0.0,0,0,102,113000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,None,None,None,None,N,New,Partial
902301060,60.0,9600,4,1910,1950,0.0,0.0,677.0,677.0,833,677,1510,0.0,2,0,3,1,7,0,1974.0,2.0,720.0,0,0,160,87500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,N,WD ,Normal
902301080,50.0,3500,5,1947,1950,0.0,312.0,408.0,720.0,720,564,1284,0.0,1,1,2,1,5,0,1948.0,1.0,240.0,0,35,0,110000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
902325070,90.0,8100,5,1898,1965,0.0,0.0,849.0,849.0,1075,1063,2138,0.0,2,0,2,3,11,0,1910.0,2.0,360.0,40,156,0,106000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Hip,CompShg,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,None,Detchd,Unf,Fa,Po,N,WD ,Normal
902326030,65.0,11700,7,1880,2003,0.0,0.0,1240.0,1240.0,1320,1320,2640,0.0,1,1,4,1,8,1,1950.0,4.0,864.0,181,0,386,265979,RM,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Mansard,CompShg,Stucco,Stucco,None,Gd,TA,Stone,TA,Fa,No,Unf,Unf,GasW,TA,N,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,N,WD ,Normal
902327070,70.0,8400,6,1900,1950,0.0,0.0,917.0,917.0,1090,917,2007,0.0,2,0,3,1,8,0,1930.0,1.0,357.0,0,235,0,160000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,Stucco,BrkFace,None,TA,TA,BrkTil,Fa,Gd,Mn,Unf,Unf,GasA,Gd,Y,FuseA,Ex,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
902329080,60.0,3600,6,1917,2007,0.0,0.0,624.0,624.0,664,624,1288,1.0,1,0,3,1,5,1,1917.0,1.0,280.0,0,103,0,119000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Unf,TA,TA,N,WD ,Normal
902330040,121.0,17671,8,1882,1986,0.0,216.0,700.0,916.0,916,826,1742,0.0,1,1,4,1,8,1,1925.0,2.0,424.0,0,169,0,168000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,P,WD ,Normal
902331010,68.0,3300,4,1910,1950,0.0,0.0,624.0,624.0,816,0,816,0.0,1,0,2,1,5,1,1979.0,0.0,0.0,0,33,0,58500,C (all),Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,None,None,None,None,N,WD ,Normal
902401130,50.0,9000,7,1920,1988,0.0,624.0,26.0,650.0,832,650,1482,0.0,1,0,3,1,7,0,1930.0,2.0,324.0,0,0,0,143000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
902402150,60.0,7200,5,1910,2006,0.0,247.0,310.0,1022.0,1022,0,1022,1.0,1,0,2,1,4,0,1956.0,1.0,280.0,0,30,226,85000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,Stucco,None,TA,TA,BrkTil,TA,TA,No,ALQ,Rec,GasW,TA,N,SBrkr,TA,Maj2,None,Detchd,Unf,TA,TA,Y,WD ,Normal
902405100,98.0,8820,5,1890,1996,0.0,1088.0,0.0,1088.0,1188,561,1869,0.0,1,0,2,1,7,0,1963.0,2.0,456.0,48,0,244,124900,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
902405120,60.0,5400,6,1920,1950,0.0,0.0,972.0,972.0,1044,0,1480,0.0,1,0,3,1,6,0,1920.0,1.0,207.0,0,0,176,119000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,TA,Y,ConLI,Family
902406070,60.0,9720,6,1910,2002,0.0,0.0,741.0,741.0,780,741,1521,0.0,1,0,4,1,8,0,1950.0,3.0,640.0,0,0,238,146500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
902477120,60.0,7879,4,1920,1950,0.0,495.0,225.0,720.0,720,0,720,0.0,1,0,2,1,4,0,1979.0,0.0,0.0,0,523,115,34900,C (all),Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,N,FuseA,TA,Typ,None,None,None,None,None,N,WD ,Abnorml
902477130,72.0,9392,3,1900,1950,0.0,0.0,245.0,245.0,797,0,797,0.0,1,0,2,1,5,0,1979.0,0.0,0.0,0,36,94,44000,C (all),Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Mansard,CompShg,AsbShng,AsbShng,None,TA,Fa,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,None,None,None,None,None,N,WD ,Abnorml
903200080,144.0,21384,5,1923,2004,0.0,1309.0,15.0,1324.0,1072,504,1576,2.0,1,1,3,1,6,1,1923.0,2.0,528.0,0,312,0,223500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal
903201020,68.0,6615,6,1923,1950,0.0,0.0,1022.0,1022.0,1432,0,1432,0.0,1,0,3,1,6,1,1923.0,1.0,216.0,266,61,0,149000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,Gd,Typ,Gd,BuiltIn,Unf,Fa,TA,Y,WD ,Normal
903201080,55.0,7264,7,1925,2007,0.0,0.0,952.0,952.0,952,596,1548,0.0,2,1,3,1,5,0,1978.0,2.0,672.0,74,0,0,205000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,GasW,Gd,N,SBrkr,Ex,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
903202170,50.0,4960,5,1930,1982,0.0,0.0,297.0,297.0,1001,653,1654,0.0,2,0,3,1,7,1,1955.0,1.0,336.0,244,60,0,137000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,WD ,Normal
903205040,68.0,8854,6,1916,1950,0.0,0.0,952.0,952.0,952,0,952,0.0,1,0,2,1,4,1,1916.0,1.0,192.0,0,98,0,121000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Grav,Fa,N,FuseF,Fa,Typ,Gd,Detchd,Unf,Fa,Po,P,WD ,Normal
903226130,50.0,6000,4,1936,1950,0.0,672.0,0.0,672.0,757,567,1324,0.0,1,0,3,1,6,0,1936.0,1.0,240.0,0,0,0,128000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
903226170,50.0,6000,6,1937,2000,0.0,0.0,698.0,698.0,786,390,1176,0.0,1,0,2,1,4,0,1999.0,2.0,624.0,210,0,0,134900,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,WD ,Normal
903227070,50.0,6000,5,1925,1997,0.0,0.0,884.0,884.0,884,464,1348,1.0,1,0,3,1,5,1,1960.0,1.0,216.0,0,0,208,117000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,N,WD ,Normal
903227090,50.0,6000,6,1939,1950,0.0,0.0,780.0,780.0,825,587,1412,0.0,1,0,4,1,6,1,1939.0,1.0,280.0,45,0,0,132500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,Normal
903228070,60.0,6000,5,1924,1950,444.0,220.0,248.0,468.0,822,320,1142,0.0,1,0,3,1,6,0,1924.0,1.0,320.0,0,0,98,93000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,WD ,Normal
903228120,50.0,6000,6,1926,2004,0.0,0.0,884.0,884.0,904,0,904,0.0,1,0,2,1,4,0,1926.0,1.0,180.0,0,0,105,119000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
903230100,60.0,6911,5,1924,1950,0.0,405.0,740.0,1145.0,1301,0,1301,0.0,1,0,2,1,5,0,1965.0,2.0,440.0,0,0,0,100000,RM,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,Fa,Min1,None,Detchd,Unf,TA,TA,Y,WD ,Normal
903231010,51.0,6120,5,1936,1950,0.0,0.0,927.0,927.0,1067,472,1539,0.0,1,1,3,1,5,0,1995.0,2.0,576.0,112,0,0,141500,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
903231030,51.0,6120,4,1935,1995,0.0,0.0,884.0,884.0,989,584,1573,0.0,1,0,3,1,6,0,1935.0,1.0,240.0,0,0,54,133000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
903231060,51.0,6120,2,1936,1950,0.0,0.0,264.0,264.0,800,0,800,0.0,1,0,1,1,4,1,1979.0,0.0,0.0,0,0,0,60000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,Fa,Fa,BrkTil,TA,Fa,No,Unf,Unf,Grav,Fa,N,FuseA,Fa,Maj1,Po,None,None,None,None,N,ConLw,Normal
903231130,51.0,6120,5,1931,1993,0.0,209.0,506.0,715.0,875,0,875,1.0,1,0,2,1,5,0,1931.0,1.0,180.0,48,0,0,105000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,Fa,TA,Y,WD ,Normal
903232060,51.0,6120,5,1925,1999,0.0,0.0,960.0,960.0,995,0,995,0.0,1,0,2,1,5,0,1926.0,1.0,264.0,0,15,51,115000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Abnorml
903234220,51.0,6120,5,1938,1950,0.0,273.0,679.0,952.0,994,588,1582,0.0,2,0,3,1,6,1,1938.0,1.0,250.0,189,0,34,150000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,WD ,Normal
903236040,50.0,8635,5,1925,1950,0.0,134.0,938.0,1072.0,1072,0,1072,1.0,1,0,2,1,5,0,1982.0,5.0,1184.0,0,0,105,126500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,BrkTil,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,TA,P,WD ,Normal
903400220,68.0,11888,6,1916,1994,0.0,0.0,844.0,844.0,1445,689,2134,0.0,2,0,5,1,10,0,1930.0,2.0,441.0,0,60,268,214500,RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,N,FuseA,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
903425245,60.0,11414,7,1910,1993,0.0,0.0,728.0,728.0,1136,883,2019,0.0,1,0,3,1,8,0,1997.0,2.0,532.0,509,135,0,167500,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,BrkTil,Gd,TA,No,Unf,Unf,GasA,TA,N,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
903427120,57.0,8094,6,1915,1950,0.0,0.0,1048.0,1048.0,1048,720,1768,0.0,2,0,3,1,8,0,1930.0,2.0,576.0,0,0,150,155000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Detchd,Unf,Fa,Fa,Y,WD ,Normal
903429080,50.0,2500,7,1915,2005,0.0,299.0,611.0,910.0,916,910,1826,1.0,1,1,4,1,7,1,1915.0,1.0,164.0,0,0,0,155000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,Gd,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Ex,Min2,Gd,Attchd,Unf,Fa,Fa,Y,WD ,Normal
903429110,68.0,9928,7,1915,1994,0.0,0.0,672.0,672.0,1272,672,1944,0.0,2,0,3,1,8,0,1915.0,1.0,216.0,24,28,0,179900,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Min2,None,Detchd,Unf,TA,TA,N,WD ,Normal
903430060,92.0,5520,6,1912,1950,0.0,0.0,755.0,755.0,929,929,2229,0.0,1,0,5,1,8,0,1979.0,0.0,0.0,0,198,30,104000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,WD ,Abnorml
903430070,50.0,3000,5,1922,1950,0.0,0.0,1040.0,1040.0,1088,1040,2128,0.0,2,0,4,2,11,0,1979.0,0.0,0.0,0,56,0,62500,RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Sev,None,None,None,None,None,Y,WD ,Abnorml
903451090,57.0,6876,6,1927,1950,0.0,522.0,198.0,720.0,1146,784,1930,1.0,2,0,4,1,8,0,1927.0,1.0,316.0,0,0,213,149000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,Fa,No,BLQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,Normal
903458170,52.0,6240,4,1925,1950,0.0,152.0,628.0,780.0,848,0,1208,0.0,1,0,2,1,5,0,1962.0,2.0,539.0,0,23,112,103000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
903475100,68.0,5775,6,1915,2002,0.0,0.0,483.0,483.0,741,686,1427,0.0,1,0,3,1,7,0,1915.0,1.0,379.0,0,24,112,123000,RM,Pave,IR2,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,WD ,Normal
903476090,41.0,5852,7,1902,2000,188.0,169.0,851.0,1020.0,978,886,1864,0.0,2,1,6,1,9,0,1979.0,0.0,0.0,0,188,102,97500,RM,Pave,IR3,Bnk,AllPub,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,Gable,CompShg,MetalSd,MetalSd,Stone,TA,Fa,BrkTil,TA,Fa,No,Rec,Unf,GasA,TA,N,FuseF,TA,Typ,None,None,None,None,None,N,WD ,Normal
903481120,60.0,5160,6,1927,1950,0.0,0.0,1204.0,1204.0,1204,462,1666,0.0,1,0,3,1,4,0,1927.0,1.0,384.0,0,0,148,135000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,Fa,TA,Y,WD ,Normal
903481130,86.0,5160,4,1923,1950,0.0,749.0,46.0,858.0,892,0,892,1.0,1,0,1,1,5,0,1979.0,0.0,0.0,0,0,105,70000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,Gd,Fa,Av,BLQ,Rec,GasA,TA,Y,SBrkr,Gd,Min2,None,None,None,None,None,N,COD,Abnorml
903484110,60.0,10320,6,1915,1965,0.0,276.0,160.0,698.0,754,649,1403,1.0,1,1,3,1,7,0,1915.0,1.0,308.0,0,0,288,116000,RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,ALQ,GasA,Ex,Y,FuseF,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
904100190,50.0,4280,4,1946,2001,0.0,0.0,560.0,560.0,704,0,704,0.0,1,0,2,1,4,0,1946.0,1.0,220.0,0,0,24,88750,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,Fa,Typ,None,CarPort,Unf,TA,TA,Y,WD ,Normal
904301060,60.0,10800,5,1987,1988,0.0,1200.0,0.0,1200.0,1200,0,1200,3.0,3,0,3,1,5,0,1979.0,0.0,0.0,120,0,0,179000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,WD ,Alloca
